FILE NAME                 | TIER TYPE       | START TIME (sec)   | END TIME (sec)     | TEXT / SOUND   
USVq.TextGrid             | PHONES          | 0.4500             | 0.6000             | ER0            
USVq.TextGrid             | PHONES          | 0.6000             | 0.8700             | ER0            


UWWK.TextGrid             | WORDS           | 0.3700             | 1.0600             | rose           
UWWK.TextGrid             | PHONES          | 0.3700             | 0.4700             | R              
UWWK.TextGrid             | PHONES          | 0.4700             | 0.6500             | OW1            
UWWK.TextGrid             | PHONES          | 0.6500             | 1.0600             | Z              


UYr0.TextGrid             | WORDS           | 0.5200             | 0.6600             | could          
UYr0.TextGrid             | WORDS           | 0.6600             | 0.8300             | it             
UYr0.TextGrid             | WORDS           | 0.8300             | 1.0200             | do             
UYr0.TextGrid             | WORDS           | 1.0500             | 1.7500             | otherwise      
UYr0.TextGrid             | PHONES          | 0.5200             | 0.5600             | K              
UYr0.TextGrid             | PHONES          | 0.5600             | 0.6000             | UH1            
UYr0.TextGrid             | PHONES          | 0.6000             | 0.6600             | D              
UYr0.TextGrid             | PHONES          | 0.6600             | 0.7300             | IH1            
UYr0.TextGrid             | PHONES          | 0.7300             | 0.8300             | T              
UYr0.TextGrid             | PHONES          | 0.8300             | 0.8700             | D              
UYr0.TextGrid             | PHONES          | 0.8700             | 1.0200             | UW1            
UYr0.TextGrid             | PHONES          | 1.0500             | 1.1600             | AH1            
UYr0.TextGrid             | PHONES          | 1.1600             | 1.1900             | DH             
UYr0.TextGrid             | PHONES          | 1.1900             | 1.2700             | ER0            
UYr0.TextGrid             | PHONES          | 1.2700             | 1.3400             | W              
UYr0.TextGrid             | PHONES          | 1.3400             | 1.4400             | AY2            
UYr0.TextGrid             | PHONES          | 1.4400             | 1.7500             | Z              


Uf4a.TextGrid             | WORDS           | 0.4500             | 0.7600             | purple         
Uf4a.TextGrid             | WORDS           | 0.7600             | 1.1200             | sir            
Uf4a.TextGrid             | WORDS           | 1.1700             | 1.4400             | surely         
Uf4a.TextGrid             | WORDS           | 1.4400             | 1.7200             | not            
Uf4a.TextGrid             | WORDS           | 1.7200             | 1.9200             | its            
Uf4a.TextGrid             | WORDS           | 1.9200             | 2.1500             | what           
Uf4a.TextGrid             | WORDS           | 2.1500             | 2.2100             | we             
Uf4a.TextGrid             | WORDS           | 2.2100             | 2.3900             | call           
Uf4a.TextGrid             | WORDS           | 2.3900             | 2.6900             | silver         
Uf4a.TextGrid             | WORDS           | 2.6900             | 2.9600             | blue           
Uf4a.TextGrid             | PHONES          | 0.4500             | 0.4800             | P              
Uf4a.TextGrid             | PHONES          | 0.4800             | 0.5900             | ER1            
Uf4a.TextGrid             | PHONES          | 0.5900             | 0.6500             | P              
Uf4a.TextGrid             | PHONES          | 0.6500             | 0.6900             | AH0            
Uf4a.TextGrid             | PHONES          | 0.6900             | 0.7600             | L              
Uf4a.TextGrid             | PHONES          | 0.7600             | 0.8600             | S              
Uf4a.TextGrid             | PHONES          | 0.8600             | 1.1200             | ER1            
Uf4a.TextGrid             | PHONES          | 1.1700             | 1.2900             | SH             
Uf4a.TextGrid             | PHONES          | 1.2900             | 1.3200             | UH1            
Uf4a.TextGrid             | PHONES          | 1.3200             | 1.3500             | R              
Uf4a.TextGrid             | PHONES          | 1.3500             | 1.3800             | L              
Uf4a.TextGrid             | PHONES          | 1.3800             | 1.4400             | IY0            
Uf4a.TextGrid             | PHONES          | 1.4400             | 1.5100             | N              
Uf4a.TextGrid             | PHONES          | 1.5100             | 1.6500             | AA1            
Uf4a.TextGrid             | PHONES          | 1.6500             | 1.7200             | T              
Uf4a.TextGrid             | PHONES          | 1.7200             | 1.7500             | IH0            
Uf4a.TextGrid             | PHONES          | 1.7500             | 1.8000             | T              
Uf4a.TextGrid             | PHONES          | 1.8000             | 1.9200             | S              
Uf4a.TextGrid             | PHONES          | 1.9200             | 2.0000             | W              
Uf4a.TextGrid             | PHONES          | 2.0000             | 2.0600             | AH1            
Uf4a.TextGrid             | PHONES          | 2.0600             | 2.1500             | T              
Uf4a.TextGrid             | PHONES          | 2.1500             | 2.1800             | W              
Uf4a.TextGrid             | PHONES          | 2.1800             | 2.2100             | IY1            
Uf4a.TextGrid             | PHONES          | 2.2100             | 2.2900             | K              
Uf4a.TextGrid             | PHONES          | 2.2900             | 2.3200             | AA1            
Uf4a.TextGrid             | PHONES          | 2.3200             | 2.3900             | L              
Uf4a.TextGrid             | PHONES          | 2.3900             | 2.4900             | S              
Uf4a.TextGrid             | PHONES          | 2.4900             | 2.5300             | IH1            
Uf4a.TextGrid             | PHONES          | 2.5300             | 2.5600             | L              
Uf4a.TextGrid             | PHONES          | 2.5600             | 2.6100             | V              
Uf4a.TextGrid             | PHONES          | 2.6100             | 2.6900             | ER0            
Uf4a.TextGrid             | PHONES          | 2.6900             | 2.7400             | B              
Uf4a.TextGrid             | PHONES          | 2.7400             | 2.8200             | L              
Uf4a.TextGrid             | PHONES          | 2.8200             | 2.9600             | UW1            


Uhsl.TextGrid             | WORDS           | 0.2800             | 0.7300             | best           
Uhsl.TextGrid             | WORDS           | 0.7300             | 1.1400             | man            
Uhsl.TextGrid             | PHONES          | 0.2800             | 0.4000             | B              
Uhsl.TextGrid             | PHONES          | 0.4000             | 0.5100             | EH1            
Uhsl.TextGrid             | PHONES          | 0.5100             | 0.6300             | S              
Uhsl.TextGrid             | PHONES          | 0.6300             | 0.7300             | T              
Uhsl.TextGrid             | PHONES          | 0.7300             | 0.8400             | M              
Uhsl.TextGrid             | PHONES          | 0.8400             | 1.0000             | AE1            
Uhsl.TextGrid             | PHONES          | 1.0000             | 1.1400             | N              


UpHj.TextGrid             | WORDS           | 0.3400             | 0.3900             | hes            
UpHj.TextGrid             | WORDS           | 0.3900             | 0.7000             | forty          
UpHj.TextGrid             | WORDS           | 0.7000             | 0.8100             | five           
UpHj.TextGrid             | WORDS           | 0.8100             | 1.0100             | forty          
UpHj.TextGrid             | WORDS           | 1.0100             | 1.2700             | six            
UpHj.TextGrid             | PHONES          | 0.3400             | 0.3700             | HH             
UpHj.TextGrid             | PHONES          | 0.3700             | 0.3800             | EH1            
UpHj.TextGrid             | PHONES          | 0.3800             | 0.3900             | Z              
UpHj.TextGrid             | PHONES          | 0.3900             | 0.4200             | F              
UpHj.TextGrid             | PHONES          | 0.4200             | 0.4700             | AO1            
UpHj.TextGrid             | PHONES          | 0.4700             | 0.5200             | R              
UpHj.TextGrid             | PHONES          | 0.5200             | 0.6200             | T              
UpHj.TextGrid             | PHONES          | 0.6200             | 0.7000             | IY0            
UpHj.TextGrid             | PHONES          | 0.7000             | 0.7500             | F              
UpHj.TextGrid             | PHONES          | 0.7500             | 0.7800             | AY1            
UpHj.TextGrid             | PHONES          | 0.7800             | 0.8100             | V              
UpHj.TextGrid             | PHONES          | 0.8100             | 0.8400             | F              
UpHj.TextGrid             | PHONES          | 0.8400             | 0.8700             | AO1            
UpHj.TextGrid             | PHONES          | 0.8700             | 0.9000             | R              
UpHj.TextGrid             | PHONES          | 0.9000             | 0.9800             | T              
UpHj.TextGrid             | PHONES          | 0.9800             | 1.0100             | IY0            
UpHj.TextGrid             | PHONES          | 1.0100             | 1.1800             | S              
UpHj.TextGrid             | PHONES          | 1.1800             | 1.2100             | IH1            
UpHj.TextGrid             | PHONES          | 1.2100             | 1.2400             | K              
UpHj.TextGrid             | PHONES          | 1.2400             | 1.2700             | S              


UpVa.TextGrid             | WORDS           | 0.5700             | 0.7300             | ill            
UpVa.TextGrid             | PHONES          | 0.5700             | 0.7000             | IH1            
UpVa.TextGrid             | PHONES          | 0.7000             | 0.7300             | L              


Uroq.TextGrid             | WORDS           | 0.2600             | 0.3600             | the            
Uroq.TextGrid             | WORDS           | 0.3600             | 0.7800             | haunted        
Uroq.TextGrid             | WORDS           | 0.7800             | 1.1700             | house          
Uroq.TextGrid             | WORDS           | 1.1700             | 1.3300             | was            
Uroq.TextGrid             | WORDS           | 1.3300             | 1.4300             | a              
Uroq.TextGrid             | WORDS           | 1.4300             | 1.9600             | hit            
Uroq.TextGrid             | WORDS           | 1.9600             | 2.1100             | due            
Uroq.TextGrid             | WORDS           | 2.1100             | 2.3300             | to             
Uroq.TextGrid             | WORDS           | 2.3300             | 3.0500             | outstanding    
Uroq.TextGrid             | WORDS           | 3.0500             | 3.3200             | audio          
Uroq.TextGrid             | WORDS           | 3.3200             | 3.5900             | visual         
Uroq.TextGrid             | WORDS           | 3.5900             | 4.0900             | effects        
Uroq.TextGrid             | PHONES          | 0.2600             | 0.3000             | DH             
Uroq.TextGrid             | PHONES          | 0.3000             | 0.3600             | IY0            
Uroq.TextGrid             | PHONES          | 0.3600             | 0.4600             | HH             
Uroq.TextGrid             | PHONES          | 0.4600             | 0.5700             | AO1            
Uroq.TextGrid             | PHONES          | 0.5700             | 0.6400             | N              
Uroq.TextGrid             | PHONES          | 0.6400             | 0.6900             | T              
Uroq.TextGrid             | PHONES          | 0.6900             | 0.7300             | AH0            
Uroq.TextGrid             | PHONES          | 0.7300             | 0.7800             | D              
Uroq.TextGrid             | PHONES          | 0.7800             | 0.8100             | HH             
Uroq.TextGrid             | PHONES          | 0.8100             | 1.0400             | AW1            
Uroq.TextGrid             | PHONES          | 1.0400             | 1.1700             | S              
Uroq.TextGrid             | PHONES          | 1.1700             | 1.2300             | W              
Uroq.TextGrid             | PHONES          | 1.2300             | 1.2800             | AH0            
Uroq.TextGrid             | PHONES          | 1.2800             | 1.3300             | Z              
Uroq.TextGrid             | PHONES          | 1.3300             | 1.4300             | AH0            
Uroq.TextGrid             | PHONES          | 1.4300             | 1.5600             | HH             
Uroq.TextGrid             | PHONES          | 1.5600             | 1.6200             | IH1            
Uroq.TextGrid             | PHONES          | 1.6200             | 1.9600             | T              
Uroq.TextGrid             | PHONES          | 1.9600             | 2.0100             | D              
Uroq.TextGrid             | PHONES          | 2.0100             | 2.1100             | UW1            
Uroq.TextGrid             | PHONES          | 2.1100             | 2.1800             | T              
Uroq.TextGrid             | PHONES          | 2.1800             | 2.3300             | AH0            
Uroq.TextGrid             | PHONES          | 2.3300             | 2.4700             | AW2            
Uroq.TextGrid             | PHONES          | 2.4700             | 2.5200             | T              
Uroq.TextGrid             | PHONES          | 2.5200             | 2.5900             | S              
Uroq.TextGrid             | PHONES          | 2.5900             | 2.6700             | T              
Uroq.TextGrid             | PHONES          | 2.6700             | 2.8000             | AE1            
Uroq.TextGrid             | PHONES          | 2.8000             | 2.8300             | N              
Uroq.TextGrid             | PHONES          | 2.8300             | 2.8900             | D              
Uroq.TextGrid             | PHONES          | 2.8900             | 2.9400             | IH0            
Uroq.TextGrid             | PHONES          | 2.9400             | 3.0500             | NG             
Uroq.TextGrid             | PHONES          | 3.0500             | 3.2000             | AA1            
Uroq.TextGrid             | PHONES          | 3.2000             | 3.2600             | D              
Uroq.TextGrid             | PHONES          | 3.2600             | 3.2900             | IY0            
Uroq.TextGrid             | PHONES          | 3.2900             | 3.3200             | OW2            
Uroq.TextGrid             | PHONES          | 3.3200             | 3.3900             | V              
Uroq.TextGrid             | PHONES          | 3.3900             | 3.4200             | IH1            
Uroq.TextGrid             | PHONES          | 3.4200             | 3.4900             | ZH             
Uroq.TextGrid             | PHONES          | 3.4900             | 3.5200             | AH0            
Uroq.TextGrid             | PHONES          | 3.5200             | 3.5500             | W              
Uroq.TextGrid             | PHONES          | 3.5500             | 3.5600             | AH0            
Uroq.TextGrid             | PHONES          | 3.5600             | 3.5900             | L              
Uroq.TextGrid             | PHONES          | 3.5900             | 3.6700             | IH0            
Uroq.TextGrid             | PHONES          | 3.6700             | 3.8000             | F              
Uroq.TextGrid             | PHONES          | 3.8000             | 3.8400             | EH1            
Uroq.TextGrid             | PHONES          | 3.8400             | 3.9200             | K              
Uroq.TextGrid             | PHONES          | 3.9200             | 4.0900             | S              


UrxF.TextGrid             | WORDS           | 0.5800             | 1.1100             | rubber         
UrxF.TextGrid             | PHONES          | 0.5800             | 0.6900             | R              
UrxF.TextGrid             | PHONES          | 0.6900             | 0.8000             | AH1            
UrxF.TextGrid             | PHONES          | 0.8000             | 0.8800             | B              
UrxF.TextGrid             | PHONES          | 0.8800             | 1.1100             | ER0            


V1Vd.TextGrid             | WORDS           | 0.2900             | 0.5700             | lets           
V1Vd.TextGrid             | WORDS           | 0.5700             | 0.8500             | land           
V1Vd.TextGrid             | WORDS           | 0.8500             | 0.9000             | the            
V1Vd.TextGrid             | WORDS           | 0.9000             | 1.2500             | plane          
V1Vd.TextGrid             | WORDS           | 1.2500             | 1.4000             | and            
V1Vd.TextGrid             | WORDS           | 1.4000             | 1.6300             | have           
V1Vd.TextGrid             | WORDS           | 1.6300             | 2.0900             | lunch          
V1Vd.TextGrid             | PHONES          | 0.2900             | 0.3500             | L              
V1Vd.TextGrid             | PHONES          | 0.3500             | 0.4300             | EH1            
V1Vd.TextGrid             | PHONES          | 0.4300             | 0.4700             | T              
V1Vd.TextGrid             | PHONES          | 0.4700             | 0.5700             | S              
V1Vd.TextGrid             | PHONES          | 0.5700             | 0.6600             | L              
V1Vd.TextGrid             | PHONES          | 0.6600             | 0.7500             | AE1            
V1Vd.TextGrid             | PHONES          | 0.7500             | 0.8100             | N              
V1Vd.TextGrid             | PHONES          | 0.8100             | 0.8500             | D              
V1Vd.TextGrid             | PHONES          | 0.8500             | 0.8600             | DH             
V1Vd.TextGrid             | PHONES          | 0.8600             | 0.9000             | AH0            
V1Vd.TextGrid             | PHONES          | 0.9000             | 1.0000             | P              
V1Vd.TextGrid             | PHONES          | 1.0000             | 1.0600             | L              
V1Vd.TextGrid             | PHONES          | 1.0600             | 1.1700             | EY1            
V1Vd.TextGrid             | PHONES          | 1.1700             | 1.2500             | N              
V1Vd.TextGrid             | PHONES          | 1.2500             | 1.3300             | AH0            
V1Vd.TextGrid             | PHONES          | 1.3300             | 1.3600             | N              
V1Vd.TextGrid             | PHONES          | 1.3600             | 1.4000             | D              
V1Vd.TextGrid             | PHONES          | 1.4000             | 1.4900             | HH             
V1Vd.TextGrid             | PHONES          | 1.4900             | 1.5700             | AE1            
V1Vd.TextGrid             | PHONES          | 1.5700             | 1.6300             | V              
V1Vd.TextGrid             | PHONES          | 1.6300             | 1.7200             | L              
V1Vd.TextGrid             | PHONES          | 1.7200             | 1.7700             | AH1            
V1Vd.TextGrid             | PHONES          | 1.7700             | 1.8800             | N              
V1Vd.TextGrid             | PHONES          | 1.8800             | 2.0900             | CH             


V4Fz.TextGrid             | WORDS           | 0.7000             | 1.2800             | pigeon         
V4Fz.TextGrid             | PHONES          | 0.7000             | 0.7400             | P              
V4Fz.TextGrid             | PHONES          | 0.7400             | 0.8100             | IH1            
V4Fz.TextGrid             | PHONES          | 0.8100             | 0.9100             | JH             
V4Fz.TextGrid             | PHONES          | 0.9100             | 0.9900             | AH0            
V4Fz.TextGrid             | PHONES          | 0.9900             | 1.2800             | N              


VAwM.TextGrid             | WORDS           | 0.3300             | 0.5500             | their          
VAwM.TextGrid             | WORDS           | 0.5500             | 0.9200             | mother         
VAwM.TextGrid             | WORDS           | 0.9200             | 1.0500             | and            
VAwM.TextGrid             | WORDS           | 1.0500             | 1.3300             | brother        
VAwM.TextGrid             | WORDS           | 1.3300             | 1.6500             | came           
VAwM.TextGrid             | PHONES          | 0.3300             | 0.4200             | DH             
VAwM.TextGrid             | PHONES          | 0.4200             | 0.5200             | EH1            
VAwM.TextGrid             | PHONES          | 0.5200             | 0.5500             | R              
VAwM.TextGrid             | PHONES          | 0.5500             | 0.6400             | M              
VAwM.TextGrid             | PHONES          | 0.6400             | 0.7300             | AH1            
VAwM.TextGrid             | PHONES          | 0.7300             | 0.8100             | DH             
VAwM.TextGrid             | PHONES          | 0.8100             | 0.9200             | ER0            
VAwM.TextGrid             | PHONES          | 0.9200             | 0.9700             | AH0            
VAwM.TextGrid             | PHONES          | 0.9700             | 1.0000             | N              
VAwM.TextGrid             | PHONES          | 1.0000             | 1.0500             | D              
VAwM.TextGrid             | PHONES          | 1.0500             | 1.0800             | B              
VAwM.TextGrid             | PHONES          | 1.0800             | 1.1200             | R              
VAwM.TextGrid             | PHONES          | 1.1200             | 1.2000             | AH1            
VAwM.TextGrid             | PHONES          | 1.2000             | 1.2500             | DH             
VAwM.TextGrid             | PHONES          | 1.2500             | 1.3300             | ER0            
VAwM.TextGrid             | PHONES          | 1.3300             | 1.4600             | K              
VAwM.TextGrid             | PHONES          | 1.4600             | 1.5300             | EY1            
VAwM.TextGrid             | PHONES          | 1.5300             | 1.6500             | M              


VBcA.TextGrid             | WORDS           | 0.4400             | 0.9100             | tunnel         
VBcA.TextGrid             | PHONES          | 0.4400             | 0.5200             | T              
VBcA.TextGrid             | PHONES          | 0.5200             | 0.5900             | AH1            
VBcA.TextGrid             | PHONES          | 0.5900             | 0.6500             | N              
VBcA.TextGrid             | PHONES          | 0.6500             | 0.7300             | AH0            
VBcA.TextGrid             | PHONES          | 0.7300             | 0.9100             | L              


VEAU.TextGrid             | WORDS           | 0.2800             | 0.5900             | lake           
VEAU.TextGrid             | PHONES          | 0.2800             | 0.3800             | L              
VEAU.TextGrid             | PHONES          | 0.3800             | 0.5500             | EY1            
VEAU.TextGrid             | PHONES          | 0.5500             | 0.5900             | K              


VEfx.TextGrid             | WORDS           | 0.5600             | 1.0900             | fussy          
VEfx.TextGrid             | PHONES          | 0.5600             | 0.6000             | F              
VEfx.TextGrid             | PHONES          | 0.6000             | 0.6900             | AH1            
VEfx.TextGrid             | PHONES          | 0.6900             | 0.8700             | S              
VEfx.TextGrid             | PHONES          | 0.8700             | 1.0900             | IY0            


VFoD.TextGrid             | WORDS           | 0.3600             | 0.9100             | judged         
VFoD.TextGrid             | PHONES          | 0.3600             | 0.4500             | JH             
VFoD.TextGrid             | PHONES          | 0.4500             | 0.5700             | AH1            
VFoD.TextGrid             | PHONES          | 0.5700             | 0.7400             | JH             
VFoD.TextGrid             | PHONES          | 0.7400             | 0.9100             | D              


VHrJ.TextGrid             | WORDS           | 0.3700             | 0.8700             | smash          
VHrJ.TextGrid             | WORDS           | 0.8700             | 1.1600             | light          
VHrJ.TextGrid             | WORDS           | 1.1600             | 1.4700             | bulbs          
VHrJ.TextGrid             | WORDS           | 1.4700             | 1.6100             | and            
VHrJ.TextGrid             | WORDS           | 1.6100             | 1.7400             | their          
VHrJ.TextGrid             | WORDS           | 1.7400             | 2.2100             | cash           
VHrJ.TextGrid             | WORDS           | 2.2100             | 2.4700             | value          
VHrJ.TextGrid             | WORDS           | 2.4700             | 2.5600             | will           
VHrJ.TextGrid             | WORDS           | 2.5600             | 2.9400             | diminish       
VHrJ.TextGrid             | WORDS           | 2.9400             | 3.0500             | to             
VHrJ.TextGrid             | WORDS           | 3.0500             | 3.4200             | nothing        
VHrJ.TextGrid             | PHONES          | 0.3700             | 0.5100             | S              
VHrJ.TextGrid             | PHONES          | 0.5100             | 0.5700             | M              
VHrJ.TextGrid             | PHONES          | 0.5700             | 0.7400             | AE1            
VHrJ.TextGrid             | PHONES          | 0.7400             | 0.8700             | SH             
VHrJ.TextGrid             | PHONES          | 0.8700             | 0.9400             | L              
VHrJ.TextGrid             | PHONES          | 0.9400             | 1.0700             | AY1            
VHrJ.TextGrid             | PHONES          | 1.0700             | 1.1600             | T              
VHrJ.TextGrid             | PHONES          | 1.1600             | 1.2100             | B              
VHrJ.TextGrid             | PHONES          | 1.2100             | 1.2400             | AH1            
VHrJ.TextGrid             | PHONES          | 1.2400             | 1.3300             | L              
VHrJ.TextGrid             | PHONES          | 1.3300             | 1.4100             | B              
VHrJ.TextGrid             | PHONES          | 1.4100             | 1.4700             | Z              
VHrJ.TextGrid             | PHONES          | 1.4700             | 1.5500             | AH0            
VHrJ.TextGrid             | PHONES          | 1.5500             | 1.5800             | N              
VHrJ.TextGrid             | PHONES          | 1.5800             | 1.6100             | D              
VHrJ.TextGrid             | PHONES          | 1.6100             | 1.6400             | DH             
VHrJ.TextGrid             | PHONES          | 1.6400             | 1.6700             | EH1            
VHrJ.TextGrid             | PHONES          | 1.6700             | 1.7400             | R              
VHrJ.TextGrid             | PHONES          | 1.7400             | 1.9000             | K              
VHrJ.TextGrid             | PHONES          | 1.9000             | 2.0400             | AE1            
VHrJ.TextGrid             | PHONES          | 2.0400             | 2.2100             | SH             
VHrJ.TextGrid             | PHONES          | 2.2100             | 2.2400             | V              
VHrJ.TextGrid             | PHONES          | 2.2400             | 2.2900             | AE1            
VHrJ.TextGrid             | PHONES          | 2.2900             | 2.3700             | L              
VHrJ.TextGrid             | PHONES          | 2.3700             | 2.4100             | Y              
VHrJ.TextGrid             | PHONES          | 2.4100             | 2.4700             | UW0            
VHrJ.TextGrid             | PHONES          | 2.4700             | 2.5100             | W              
VHrJ.TextGrid             | PHONES          | 2.5100             | 2.5200             | AH0            
VHrJ.TextGrid             | PHONES          | 2.5200             | 2.5600             | L              
VHrJ.TextGrid             | PHONES          | 2.5600             | 2.6600             | D              
VHrJ.TextGrid             | PHONES          | 2.6600             | 2.7100             | IH0            
VHrJ.TextGrid             | PHONES          | 2.7100             | 2.7700             | M              
VHrJ.TextGrid             | PHONES          | 2.7700             | 2.8000             | IH1            
VHrJ.TextGrid             | PHONES          | 2.8000             | 2.8300             | N              
VHrJ.TextGrid             | PHONES          | 2.8300             | 2.8700             | IH0            
VHrJ.TextGrid             | PHONES          | 2.8700             | 2.9400             | SH             
VHrJ.TextGrid             | PHONES          | 2.9400             | 3.0200             | T              
VHrJ.TextGrid             | PHONES          | 3.0200             | 3.0500             | AH0            
VHrJ.TextGrid             | PHONES          | 3.0500             | 3.1100             | N              
VHrJ.TextGrid             | PHONES          | 3.1100             | 3.1800             | AH1            
VHrJ.TextGrid             | PHONES          | 3.1800             | 3.2800             | TH             
VHrJ.TextGrid             | PHONES          | 3.2800             | 3.3100             | IH0            
VHrJ.TextGrid             | PHONES          | 3.3100             | 3.4200             | NG             


VIoH.TextGrid             | WORDS           | 0.5000             | 1.1900             | catching       
VIoH.TextGrid             | PHONES          | 0.5000             | 0.5600             | K              
VIoH.TextGrid             | PHONES          | 0.5600             | 0.6900             | AE1            
VIoH.TextGrid             | PHONES          | 0.6900             | 0.8400             | CH             
VIoH.TextGrid             | PHONES          | 0.8400             | 0.8900             | IH0            
VIoH.TextGrid             | PHONES          | 0.8900             | 1.1900             | NG             


VJpW.TextGrid             | WORDS           | 0.3200             | 0.5300             | i              
VJpW.TextGrid             | WORDS           | 0.5300             | 1.0000             | wasnt          
VJpW.TextGrid             | WORDS           | 1.0000             | 1.4800             | teasing        
VJpW.TextGrid             | WORDS           | 1.4800             | 1.7500             | you            
VJpW.TextGrid             | PHONES          | 0.3200             | 0.5300             | AY1            
VJpW.TextGrid             | PHONES          | 0.5300             | 0.5600             | W              
VJpW.TextGrid             | PHONES          | 0.5600             | 0.7700             | AO1            
VJpW.TextGrid             | PHONES          | 0.7700             | 0.8800             | S              
VJpW.TextGrid             | PHONES          | 0.8800             | 0.9700             | N              
VJpW.TextGrid             | PHONES          | 0.9700             | 1.0000             | T              
VJpW.TextGrid             | PHONES          | 1.0000             | 1.2000             | T              
VJpW.TextGrid             | PHONES          | 1.2000             | 1.2800             | IY1            
VJpW.TextGrid             | PHONES          | 1.2800             | 1.3500             | Z              
VJpW.TextGrid             | PHONES          | 1.3500             | 1.4000             | IH0            
VJpW.TextGrid             | PHONES          | 1.4000             | 1.4800             | NG             
VJpW.TextGrid             | PHONES          | 1.4800             | 1.5600             | Y              
VJpW.TextGrid             | PHONES          | 1.5600             | 1.7500             | UW1            


VNE0.TextGrid             | WORDS           | 0.2700             | 0.8700             | mesh           
VNE0.TextGrid             | PHONES          | 0.2700             | 0.3400             | M              
VNE0.TextGrid             | PHONES          | 0.3400             | 0.4400             | EH1            
VNE0.TextGrid             | PHONES          | 0.4400             | 0.8700             | SH             


VNJV.TextGrid             | WORDS           | 0.2600             | 0.8200             | dress          
VNJV.TextGrid             | PHONES          | 0.2600             | 0.3300             | D              
VNJV.TextGrid             | PHONES          | 0.3300             | 0.3700             | R              
VNJV.TextGrid             | PHONES          | 0.3700             | 0.4700             | EH1            
VNJV.TextGrid             | PHONES          | 0.4700             | 0.8200             | S              


VOax.TextGrid             | WORDS           | 0.4000             | 0.7000             | dont           
VOax.TextGrid             | WORDS           | 0.7000             | 1.0300             | yell           
VOax.TextGrid             | WORDS           | 1.0300             | 1.1000             | in             
VOax.TextGrid             | WORDS           | 1.1000             | 1.2100             | the            
VOax.TextGrid             | WORDS           | 1.2100             | 1.5000             | yellow         
VOax.TextGrid             | WORDS           | 1.5000             | 2.0100             | canyon         
VOax.TextGrid             | PHONES          | 0.4000             | 0.4600             | D              
VOax.TextGrid             | PHONES          | 0.4600             | 0.5800             | AA1            
VOax.TextGrid             | PHONES          | 0.5800             | 0.6600             | N              
VOax.TextGrid             | PHONES          | 0.6600             | 0.7000             | T              
VOax.TextGrid             | PHONES          | 0.7000             | 0.7900             | Y              
VOax.TextGrid             | PHONES          | 0.7900             | 0.8500             | EH1            
VOax.TextGrid             | PHONES          | 0.8500             | 1.0300             | L              
VOax.TextGrid             | PHONES          | 1.0300             | 1.0600             | IH1            
VOax.TextGrid             | PHONES          | 1.0600             | 1.1000             | N              
VOax.TextGrid             | PHONES          | 1.1000             | 1.1300             | DH             
VOax.TextGrid             | PHONES          | 1.1300             | 1.2100             | AH0            
VOax.TextGrid             | PHONES          | 1.2100             | 1.2900             | Y              
VOax.TextGrid             | PHONES          | 1.2900             | 1.3300             | EH1            
VOax.TextGrid             | PHONES          | 1.3300             | 1.4300             | L              
VOax.TextGrid             | PHONES          | 1.4300             | 1.5000             | OW0            
VOax.TextGrid             | PHONES          | 1.5000             | 1.6300             | K              
VOax.TextGrid             | PHONES          | 1.6300             | 1.7100             | AE1            
VOax.TextGrid             | PHONES          | 1.7100             | 1.7800             | N              
VOax.TextGrid             | PHONES          | 1.7800             | 1.8600             | Y              
VOax.TextGrid             | PHONES          | 1.8600             | 1.9000             | AH0            
VOax.TextGrid             | PHONES          | 1.9000             | 2.0100             | N              


VSc6.TextGrid             | WORDS           | 0.2900             | 0.7400             | cop            
VSc6.TextGrid             | PHONES          | 0.2900             | 0.3400             | K              
VSc6.TextGrid             | PHONES          | 0.3400             | 0.5700             | AA1            
VSc6.TextGrid             | PHONES          | 0.5700             | 0.7400             | P              


VTQ8.TextGrid             | WORDS           | 0.3700             | 0.4700             | they           
VTQ8.TextGrid             | WORDS           | 0.4700             | 0.8100             | ate            
VTQ8.TextGrid             | WORDS           | 1.5200             | 1.9000             | baked          
VTQ8.TextGrid             | WORDS           | 1.9000             | 2.2600             | beans          
VTQ8.TextGrid             | WORDS           | 2.2600             | 2.9000             | bananas        
VTQ8.TextGrid             | WORDS           | 2.9000             | 3.4100             | biscuits       
VTQ8.TextGrid             | WORDS           | 3.4100             | 3.5800             | and            
VTQ8.TextGrid             | WORDS           | 3.5800             | 3.9800             | crab           
VTQ8.TextGrid             | PHONES          | 0.3700             | 0.4400             | DH             
VTQ8.TextGrid             | PHONES          | 0.4400             | 0.4700             | EY1            
VTQ8.TextGrid             | PHONES          | 0.4700             | 0.7700             | EY1            
VTQ8.TextGrid             | PHONES          | 0.7700             | 0.8100             | T              
VTQ8.TextGrid             | PHONES          | 1.5200             | 1.5800             | B              
VTQ8.TextGrid             | PHONES          | 1.5800             | 1.7200             | EY1            
VTQ8.TextGrid             | PHONES          | 1.7200             | 1.8200             | K              
VTQ8.TextGrid             | PHONES          | 1.8200             | 1.9000             | T              
VTQ8.TextGrid             | PHONES          | 1.9000             | 1.9500             | B              
VTQ8.TextGrid             | PHONES          | 1.9500             | 2.0900             | IY1            
