=========================================================================================================================
                                   PER-WORD COMPREHENSIVE DIFFERENCE REPORT
  Mean Start Difference: 0.046088s | Mean End Difference: 0.065203s | Threshold: 0.130405s
=========================================================================================================================
FILE NAME          | WORD         | HUMAN START  | HUMAN END   | MACH START  | MACH END   | START DIFF  | END DIFF   | STATUS  
aNyK               | YET          | 0.2841     s | 0.8697    s | 0.2700    s | 0.7500   s | 0.01415   s | 0.11966  s | SAFE    
aSuF               | GOOD         | 0.4791     s | 0.6204    s | 0.5000    s | 0.6300   s | 0.02091   s | 0.00959  s | SAFE    
aSuF               | NIGHT        | 0.6204     s | 0.9612    s | 0.6300    s | 0.9800   s | 0.00959   s | 0.01882  s | SAFE    
aVan               | CARD         | 0.4042     s | 0.8526    s | 0.3900    s | 1.0200   s | 0.01424   s | 0.16738  s | FLAGGED 
aWGz               | WORRY        | 0.6364     s | 1.0059    s | 0.7000    s | 1.1100   s | 0.06364   s | 0.10408  s | SAFE    
afAC               | VIEW         | 0.8493     s | 1.3143    s | 0.8100    s | 1.3800   s | 0.03934   s | 0.06574  s | SAFE    
aivC               | STIFF        | 0.7869     s | 1.4139    s | 0.7900    s | 1.5200   s | 0.00315   s | 0.10612  s | SAFE    
ajPn               | ANNOY        | 0.3821     s | 0.7799    s | 0.3700    s | 0.9000   s | 0.01214   s | 0.12014  s | SAFE    
alRH               | PERCHED      | 0.2908     s | 0.7753    s | 0.2800    s | 0.7500   s | 0.01080   s | 0.02526  s | SAFE    
atID               | SHUT         | 0.2949     s | 0.5129    s | 0.2700    s | 0.6000   s | 0.02494   s | 0.08711  s | SAFE    
atID               | THE          | 0.5129     s | 0.7332    s | 0.6000    s | 0.6900   s | 0.08711   s | 0.04321  s | SAFE    
atID               | WINDOW       | 0.7332     s | 1.1277    s | 0.6900    s | 1.2400   s | 0.04321   s | 0.11235  s | SAFE    
axRp               | SHE          | 0.1793     s | 0.3411    s | 0.1400    s | 0.3200   s | 0.03932   s | 0.02114  s | MISMATCH
axRp               | HEARD        | 0.3411     s | 0.6167    s | 0.3200    s | 0.7000   s | 0.02114   s | 0.08333  s | MISMATCH
axRp               | FROM         | 0.6364     s | 0.8878    s | 0.7000    s | 0.8500   s | 0.06364   s | 0.03784  s | MISMATCH
axRp               | THE          | 0.8878     s | 1.0584    s | 0.8500    s | 0.9300   s | 0.03784   s | 0.12840  s | MISMATCH
axRp               | NURSE        | 1.0584     s | 1.2333    s | 0.9300    s | 1.2400   s | 0.12840   s | 0.00665  s | MISMATCH
axRp               | THAT         | 1.2618     s | 1.4673    s | 1.2400    s | 1.4400   s | 0.02178   s | 0.02734  s | MISMATCH
axRp               | BURNIE       | 1.6795     s | 2.0665    s | 1.4400    s | 1.9500   s | 0.23945   s | 0.11651  s | MISMATCH
axRp               | WAS          | 2.0665     s | 2.2458    s | 2.0400    s | 2.2400   s | 0.02651   s | 0.00583  s | MISMATCH
axRp               | THIRSTY      | 2.3114     s | 2.8231    s | 2.2400    s | 2.7800   s | 0.07143   s | 0.04314  s | MISMATCH
azqE               | HOW          | 0.4920     s | 0.6601    s | 0.4000    s | 0.6700   s | 0.09203   s | 0.00986  s | SAFE    
azqE               | YA           | 0.6601     s | 0.7544    s | 0.6700    s | 0.7600   s | 0.00986   s | 0.00556  s | SAFE    
azqE               | GONNA        | 0.7544     s | 1.0394    s | 0.7600    s | 1.0100   s | 0.00556   s | 0.02941  s | SAFE    
azqE               | KEEP         | 1.0394     s | 1.2649    s | 1.0100    s | 1.3500   s | 0.02941   s | 0.08508  s | SAFE    
azqE               | DOWN         | 1.4289     s | 1.7282    s | 1.5300    s | 1.7800   s | 0.10107   s | 0.05175  s | SAFE    
azqE               | ON           | 1.7282     s | 1.9210    s | 1.7800    s | 1.9000   s | 0.05175   s | 0.02096  s | SAFE    
azqE               | THE          | 1.9210     s | 2.0337    s | 1.9000    s | 1.9800   s | 0.02096   s | 0.05371  s | SAFE    
azqE               | FARM         | 2.0337     s | 2.3392    s | 1.9800    s | 2.3700   s | 0.05371   s | 0.03082  s | SAFE    
bDwv               | WHITE        | 0.3049     s | 0.6256    s | 0.2800    s | 0.7000   s | 0.02492   s | 0.07444  s | SAFE    
bDwv               | COAST        | 0.6256     s | 1.0782    s | 0.7000    s | 1.1300   s | 0.07444   s | 0.05178  s | SAFE    
bGlQ               | QUITE        | 0.6939     s | 0.9155    s | 0.5800    s | 0.9000   s | 0.11394   s | 0.01553  s | SAFE    
bGlQ               | PLEASANT     | 0.9155     s | 1.3500    s | 0.9000    s | 1.3800   s | 0.01553   s | 0.03002  s | SAFE    
bLLC               | BREEDING     | 0.4446     s | 1.0260    s | 0.4200    s | 1.1700   s | 0.02465   s | 0.14403  s | FLAGGED 
bMDq               | SHY          | 0.3266     s | 0.8136    s | 0.3000    s | 0.8700   s | 0.02659   s | 0.05637  s | SAFE    
bNtH               | REAM         | 0.2997     s | 0.7908    s | 0.3500    s | 0.8600   s | 0.05027   s | 0.06925  s | SAFE    
bRQu               | TOWNS        | 0.4251     s | 0.8665    s | 0.4200    s | 0.8700   s | 0.00506   s | 0.00348  s | SAFE    
bRUM               | CUP          | 0.3996     s | 0.7582    s | 0.3900    s | 0.8900   s | 0.00964   s | 0.13178  s | FLAGGED 
bRXE               | PARK         | 0.6175     s | 1.0412    s | 0.6000    s | 0.9200   s | 0.01749   s | 0.12121  s | SAFE    
bYcb               | HAN          | 0.3558     s | 0.7185    s | 0.3200    s | 0.7700   s | 0.03576   s | 0.05155  s | SAFE    
bajs               | THEY         | 0.3348     s | 0.4951    s | 0.3300    s | 0.4400   s | 0.00476   s | 0.05512  s | SAFE    
bajs               | ARE          | 0.4951     s | 0.5713    s | 0.4400    s | 0.5600   s | 0.05512   s | 0.01130  s | SAFE    
bajs               | CONCERNED    | 0.5713     s | 1.1947    s | 0.5600    s | 1.1900   s | 0.01130   s | 0.00472  s | SAFE    
bajs               | ABOUT        | 1.1947     s | 1.5615    s | 1.1900    s | 1.5200   s | 0.00472   s | 0.04155  s | SAFE    
bajs               | HIS          | 1.5696     s | 1.7139    s | 1.5200    s | 1.7100   s | 0.04957   s | 0.00389  s | SAFE    
bajs               | COMFORT      | 1.7600     s | 2.3153    s | 1.7100    s | 2.4000   s | 0.05000   s | 0.08474  s | SAFE    
bgSY               | MOUSE        | 0.4135     s | 1.0375    s | 0.3900    s | 1.0900   s | 0.02350   s | 0.05246  s | SAFE    
bhSh               | RATHER       | 0.5779     s | 1.1588    s | 0.5600    s | 1.1800   s | 0.01786   s | 0.02122  s | SAFE    
bjTj               | DEBBIE       | 0.3838     s | 0.8709    s | 0.4700    s | 0.8000   s | 0.08622   s | 0.07089  s | SAFE    
bjTj               | HAD          | 0.8709     s | 1.0939    s | 0.8000    s | 1.0200   s | 0.07089   s | 0.07394  s | SAFE    
bjTj               | A            | 1.0939     s | 1.1415    s | 1.0200    s | 1.0900   s | 0.07394   s | 0.05150  s | SAFE    
bjTj               | DIFFERENT    | 1.1415     s | 1.5696    s | 1.0900    s | 1.5400   s | 0.05150   s | 0.02957  s | SAFE    
bjTj               | CARD         | 1.5696     s | 1.8566    s | 1.5400    s | 1.9300   s | 0.02957   s | 0.07342  s | SAFE    
cFdO               | YOU          | 0.3949     s | 0.5560    s | 0.3800    s | 0.5000   s | 0.01485   s | 0.05599  s | SAFE    
cFdO               | LIKE         | 0.5560     s | 0.8180    s | 0.5000    s | 0.8200   s | 0.05599   s | 0.00200  s | SAFE    
cFdO               | IT           | 0.8180     s | 1.0960    s | 0.8200    s | 1.1900   s | 0.00200   s | 0.09401  s | SAFE    
cFfu               | GAMES        | 0.3808     s | 0.9854    s | 0.4500    s | 1.0400   s | 0.06923   s | 0.05458  s | SAFE    
cGWy               | WATER        | 0.2666     s | 0.7647    s | 0.2500    s | 0.6500   s | 0.01661   s | 0.11474  s | SAFE    
cGrX               | YACHT        | 0.4277     s | 0.8697    s | 0.4100    s | 0.9200   s | 0.01765   s | 0.05034  s | SAFE    
cIQB               | HAVE         | 0.4210     s | 0.5609    s | 0.4000    s | 0.6000   s | 0.02096   s | 0.03909  s | SAFE    
cIQB               | AN           | 0.5609     s | 0.6932    s | 0.6000    s | 0.7200   s | 0.03909   s | 0.02679  s | SAFE    
cIQB               | APPLE        | 0.6932     s | 1.2093    s | 0.7200    s | 1.1100   s | 0.02679   s | 0.09929  s | SAFE    
cJeW               | HEARD        | 0.3519     s | 0.7100    s | 0.3700    s | 0.8700   s | 0.01806   s | 0.15998  s | FLAGGED 
cKRL               | H            | 0.4046     s | 0.8219    s | 0.4100    s | 0.9500   s | 0.00544   s | 0.12813  s | SAFE    
cOZf               | LUST         | 0.4046     s | 0.8193    s | 0.3900    s | 0.8900   s | 0.01456   s | 0.07068  s | SAFE    
cOir               | SWAY         | 0.3636     s | 0.8276    s | 0.3200    s | 0.9300   s | 0.04355   s | 0.10244  s | SAFE    
cTFh               | CAN          | 0.2375     s | 0.4510    s | 0.2200    s | 0.4800   s | 0.01754   s | 0.02897  s | SAFE    
cTFh               | ANYONE       | 0.4510     s | 0.8750    s | 0.4800    s | 0.8600   s | 0.02897   s | 0.01499  s | SAFE    
cTFh               | TELL         | 0.8765     s | 1.0163    s | 0.8600    s | 1.0400   s | 0.01649   s | 0.02369  s | SAFE    
cTFh               | ME           | 1.0163     s | 1.1832    s | 1.0400    s | 1.1700   s | 0.02369   s | 0.01319  s | SAFE    
cTFh               | THE          | 1.1832     s | 1.3050    s | 1.1700    s | 1.2600   s | 0.01319   s | 0.04497  s | SAFE    
cTFh               | TIME         | 1.3050     s | 1.6989    s | 1.2600    s | 1.7100   s | 0.04497   s | 0.01114  s | SAFE    
cWtY               | CAN          | 0.5034     s | 0.7745    s | 0.4400    s | 0.7000   s | 0.06342   s | 0.07449  s | SAFE    
cWtY               | I            | 0.7745     s | 0.9977    s | 0.7000    s | 1.0300   s | 0.07449   s | 0.03228  s | SAFE    
ceQw               | PERSIAN      | 0.5831     s | 1.1708    s | 0.5700    s | 1.2600   s | 0.01314   s | 0.08916  s | SAFE    
cmCF               | FAST         | 0.3488     s | 0.5923    s | 0.2900    s | 0.7100   s | 0.05879   s | 0.11765  s | SAFE    
cmCF               | BUS          | 0.6495     s | 1.0574    s | 0.7100    s | 1.2000   s | 0.06052   s | 0.14260  s | FLAGGED 
coBW               | SEARCH       | 0.4601     s | 0.9522    s | 0.4000    s | 1.0700   s | 0.06014   s | 0.11784  s | SAFE    
cpYR               | BANGED       | 0.4213     s | 0.8845    s | 0.3900    s | 0.9500   s | 0.03132   s | 0.06554  s | SAFE    
cqTM               | BET          | 0.2815     s | 0.6130    s | 0.2200    s | 0.7100   s | 0.06155   s | 0.09702  s | SAFE    
cuyb               | REVENGE      | 0.2772     s | 0.7764    s | 0.2700    s | 0.7500   s | 0.00717   s | 0.02645  s | SAFE    
dAHv               | LAUGHED      | 0.3863     s | 0.8292    s | 0.3800    s | 0.8700   s | 0.00633   s | 0.04084  s | SAFE    
dJPO               | BOUGHT       | 0.0722     s | 0.5374    s | 0.0900    s | 0.5800   s | 0.01784   s | 0.04260  s | SAFE    
dPFY               | TWELFTH      | 0.5436     s | 0.9669    s | 0.5200    s | 1.0500   s | 0.02360   s | 0.08312  s | SAFE    
dQgT               | BE           | 0.7240     s | 0.9526    s | 0.7600    s | 0.9000   s | 0.03599   s | 0.05257  s | SAFE    
dQgT               | LATE         | 0.9526     s | 1.3040    s | 0.9000    s | 1.3800   s | 0.05257   s | 0.07599  s | SAFE    
dQoA               | ASSUME       | 0.4143     s | 0.8869    s | 0.4200    s | 0.9900   s | 0.00574   s | 0.10312  s | SAFE    
dYuC               | RAVE         | 0.9410     s | 1.6411    s | 0.9700    s | 1.7100   s | 0.02897   s | 0.06889  s | SAFE    
dbqf               | AFRAID       | 0.4406     s | 0.7533    s | 0.3400    s | 0.6700   s | 0.10064   s | 0.08335  s | SAFE    
dbqf               | NOT          | 0.7533     s | 1.0518    s | 0.6700    s | 0.9400   s | 0.08335   s | 0.11184  s | SAFE    
dbqf               | SIR          | 1.0518     s | 1.2295    s | 0.9400    s | 1.2600   s | 0.11184   s | 0.03048  s | SAFE    
dbqf               | PROBABLY     | 1.6133     s | 2.0445    s | 1.5400    s | 1.9200   s | 0.07330   s | 0.12447  s | SAFE    
dbqf               | THE          | 2.0445     s | 2.1108    s | 1.9200    s | 2.0300   s | 0.12447   s | 0.08080  s | SAFE    
dbqf               | LAST         | 2.1108     s | 2.3359    s | 2.0300    s | 2.4100   s | 0.08080   s | 0.07415  s | SAFE    
dbqf               | IN           | 2.3785     s | 2.4804    s | 2.4100    s | 2.4700   s | 0.03150   s | 0.01036  s | SAFE    
dbqf               | THE          | 2.4804     s | 2.5893    s | 2.4700    s | 2.5600   s | 0.01036   s | 0.02934  s | SAFE    
dbqf               | COUNTRY      | 2.5893     s | 2.8381    s | 2.5600    s | 3.0200   s | 0.02934   s | 0.18191  s | FLAGGED 
dcHg               | FEEL         | 0.4519     s | 0.7989    s | 0.3600    s | 0.9100   s | 0.09194   s | 0.11109  s | SAFE    
ddGO               | RAM          | 0.4002     s | 0.7979    s | 0.4200    s | 0.8700   s | 0.01982   s | 0.07210  s | SAFE    
degQ               | THEY         | 0.2478     s | 0.5529    s | 0.2400    s | 0.5200   s | 0.00779   s | 0.03289  s | SAFE    
degQ               | TRAIN        | 0.5529     s | 0.9608    s | 0.5200    s | 0.9200   s | 0.03289   s | 0.04082  s | SAFE    
degQ               | FOR          | 0.9608     s | 1.0763    s | 0.9200    s | 1.0500   s | 0.04082   s | 0.02629  s | SAFE    
degQ               | THE          | 1.0763     s | 1.1783    s | 1.0500    s | 1.1600   s | 0.02629   s | 0.01827  s | SAFE    
degQ               | RACE         | 1.1783     s | 1.5087    s | 1.1600    s | 1.5200   s | 0.01827   s | 0.01134  s | SAFE    
degQ               | EVERY        | 1.5525     s | 1.8340    s | 1.5500    s | 1.8300   s | 0.00248   s | 0.00399  s | SAFE    
degQ               | DAY          | 1.8340     s | 2.0261    s | 1.8300    s | 2.0300   s | 0.00399   s | 0.00385  s | SAFE    
dezE               | THEY         | 0.3880     s | 0.6297    s | 0.3800    s | 0.6300   s | 0.00802   s | 0.00034  s | MISMATCH
dezE               | LOVE         | 0.6297     s | 0.9364    s | 0.6300    s | 0.9300   s | 0.00034   s | 0.00635  s | MISMATCH
dezE               | TO           | 0.9573     s | 1.0572    s | 0.9300    s | 1.0600   s | 0.02727   s | 0.00283  s | MISMATCH
dezE               | HAVE         | 1.0572     s | 1.3290    s | 1.0600    s | 1.3500   s | 0.00283   s | 0.02098  s | MISMATCH
dezE               | FUN          | 1.4800     s | 1.6334    s | 1.3500    s | 1.6400   s | 0.13005   s | 0.00661  s | MISMATCH
dezE               | PLAYING      | 1.6334     s | 2.0377    s | 1.6400    s | 1.9400   s | 0.00661   s | 0.09768  s | MISMATCH
dezE               | THE          | 2.0377     s | 2.1608    s | 2.0100    s | 2.0800   s | 0.02768   s | 0.08082  s | MISMATCH
dezE               | MUD          | 2.1608     s | 2.3932    s | 2.0800    s | 2.4600   s | 0.08082   s | 0.06683  s | MISMATCH
dfEc               | BROAD        | 0.5046     s | 0.9335    s | 0.4900    s | 1.0800   s | 0.01457   s | 0.14655  s | FLAGGED 
dffc               | CROW         | 0.4516     s | 0.7874    s | 0.3900    s | 0.9100   s | 0.06157   s | 0.12262  s | SAFE    
dkXQ               | PEPPER       | 0.2315     s | 0.5883    s | 0.2200    s | 0.6200   s | 0.01153   s | 0.03166  s | SAFE    
dpKp               | A            | 0.1939     s | 0.3499    s | 0.1800    s | 0.2900   s | 0.01390   s | 0.05989  s | SAFE    
dpKp               | BARK         | 0.6517     s | 1.0015    s | 0.6400    s | 0.9800   s | 0.01166   s | 0.02155  s | SAFE    
dpKp               | HARM         | 1.3952     s | 1.7830    s | 1.2800    s | 1.7600   s | 0.11517   s | 0.02296  s | SAFE    
dpsz               | WILL         | 0.4241     s | 0.5533    s | 0.4000    s | 0.6400   s | 0.02415   s | 0.08670  s | SAFE    
dpsz               | YOU          | 0.5533     s | 0.7399    s | 0.6400    s | 0.7100   s | 0.08670   s | 0.02986  s | SAFE    
dpsz               | LEND         | 0.7399     s | 0.9998    s | 0.7100    s | 0.9000   s | 0.02986   s | 0.09977  s | SAFE    
dpsz               | ME           | 0.9998     s | 1.0556    s | 0.9000    s | 1.0100   s | 0.09977   s | 0.04558  s | SAFE    
dpsz               | THE          | 1.0556     s | 1.2437    s | 1.0100    s | 1.2300   s | 0.04558   s | 0.01374  s | SAFE    
dpsz               | LITTLE       | 1.2437     s | 1.6137    s | 1.2300    s | 1.5800   s | 0.01374   s | 0.03367  s | SAFE    
dpsz               | BALL         | 1.6137     s | 1.9374    s | 1.5800    s | 2.0300   s | 0.03367   s | 0.09264  s | SAFE    
dtmf               | SO           | 0.8866     s | 1.0354    s | 0.8500    s | 1.0600   s | 0.03656   s | 0.02462  s | MISMATCH
dtmf               | I            | 1.0354     s | 1.1019    s | 1.0600    s | 1.1500   s | 0.02462   s | 0.04813  s | MISMATCH
dtmf               | CAN          | 1.1019     s | 1.2349    s | 1.1500    s | 1.3100   s | 0.04813   s | 0.07515  s | MISMATCH
dtmf               | SEE          | 1.2349     s | 1.6180    s | 1.3100    s | 1.6500   s | 0.07515   s | 0.03203  s | MISMATCH
dtmf               | I            | 1.7383     s | 1.8713    s | 1.7300    s | 1.8400   s | 0.00829   s | 0.03128  s | MISMATCH
dtmf               | THINK        | 1.9441     s | 2.2892    s | 1.8400    s | 2.1600   s | 0.10410   s | 0.12923  s | MISMATCH
dtmf               | GO           | 2.3842     s | 2.6249    s | 2.3200    s | 2.5100   s | 0.06421   s | 0.11485  s | MISMATCH
dtmf               | ALONG        | 2.7135     s | 3.0491    s | 2.5100    s | 3.0300   s | 0.20351   s | 0.01913  s | MISMATCH
dtmf               | THERE        | 3.0491     s | 3.2233    s | 3.0300    s | 3.2800   s | 0.01913   s | 0.05672  s | MISMATCH
dtmf               | I            | 3.4892     s | 3.6254    s | 3.4800    s | 3.5900   s | 0.00925   s | 0.03540  s | MISMATCH
dtmf               | NEED         | 3.6254     s | 3.8502    s | 3.5900    s | 3.8600   s | 0.03540   s | 0.00979  s | MISMATCH
dtmf               | A            | 3.8502     s | 3.9610    s | 3.8600    s | 3.9200   s | 0.00979   s | 0.04102  s | MISMATCH
dtmf               | NEW          | 3.9610     s | 4.0877    s | 3.9200    s | 4.1000   s | 0.04102   s | 0.01232  s | MISMATCH
dtmf               | SUIT         | 4.0877     s | 4.4708    s | 4.1000    s | 4.5500   s | 0.01232   s | 0.07920  s | MISMATCH
dtmf               | OH           | 4.6291     s | 5.0249    s | 4.7300    s | 5.0700   s | 0.10089   s | 0.04510  s | MISMATCH
dtmf               | BY           | 5.3732     s | 5.5030    s | 5.3500    s | 5.4800   s | 0.02319   s | 0.02301  s | MISMATCH
dtmf               | THE          | 5.5030     s | 5.6265    s | 5.4800    s | 5.5700   s | 0.02301   s | 0.05649  s | MISMATCH
dtmf               | WAY          | 5.6265     s | 5.8671    s | 5.5700    s | 5.8500   s | 0.05649   s | 0.01713  s | MISMATCH
dtmf               | WHAT         | 6.1648     s | 6.3769    s | 6.1200    s | 6.3300   s | 0.04476   s | 0.04690  s | MISMATCH
dtmf               | SORT         | 6.3769     s | 6.5257    s | 6.3300    s | 6.4500   s | 0.04690   s | 0.07572  s | MISMATCH
dtmf               | PRICES       | 6.5669     s | 6.9183    s | 6.6000    s | 6.9400   s | 0.03312   s | 0.02166  s | MISMATCH
dtmf               | DO           | 6.9183     s | 7.0007    s | 6.9400    s | 7.0300   s | 0.02166   s | 0.02934  s | MISMATCH
dtmf               | THEY         | 7.0007     s | 7.1843    s | 7.0300    s | 7.1400   s | 0.02934   s | 0.04431  s | MISMATCH
dtmf               | CHARGE       | 7.1843     s | 7.5294    s | 7.1400    s | 7.6100   s | 0.04431   s | 0.08057  s | MISMATCH
dvcY               | NIECE        | 0.8228     s | 1.6498    s | 0.8100    s | 1.7200   s | 0.01278   s | 0.07019  s | SAFE    
dxZC               | LURKS        | 0.3738     s | 0.9000    s | 0.3700    s | 0.8700   s | 0.00380   s | 0.03000  s | SAFE    
dynm               | LOVER        | 1.0019     s | 1.4544    s | 1.0000    s | 1.5700   s | 0.00186   s | 0.11556  s | SAFE    
dzcd               | CLOTHING     | 0.4091     s | 1.0793    s | 0.3800    s | 1.0100   s | 0.02907   s | 0.06931  s | SAFE    
dzef               | WHEAT        | 0.4353     s | 0.8984    s | 0.4300    s | 0.9900   s | 0.00526   s | 0.09159  s | SAFE    
e58n               | SHOW         | 0.4330     s | 0.6138    s | 0.3900    s | 0.6100   s | 0.04298   s | 0.00376  s | SAFE    
e58n               | ME           | 0.6138     s | 0.7654    s | 0.6100    s | 0.7300   s | 0.00376   s | 0.03538  s | SAFE    
e58n               | THE          | 0.7654     s | 0.9126    s | 0.7300    s | 0.8300   s | 0.03538   s | 0.08262  s | SAFE    
e58n               | SHOP         | 0.9126     s | 1.1663    s | 0.8300    s | 1.1800   s | 0.08262   s | 0.01371  s | SAFE    
e58n               | SHE          | 1.1663     s | 1.2844    s | 1.1800    s | 1.3900   s | 0.01371   s | 0.10563  s | SAFE    
e58n               | OWNS         | 1.2844     s | 1.6153    s | 1.3900    s | 1.8500   s | 0.10563   s | 0.23469  s | FLAGGED 
eFFD               | AWFUL        | 0.4560     s | 1.1376    s | 0.4300    s | 0.9200   s | 0.02604   s | 0.21759  s | FLAGGED 
eMKS               | YOU          | 0.3655     s | 0.4898    s | 0.3500    s | 0.4600   s | 0.01547   s | 0.02984  s | SAFE    
eMKS               | CAN          | 0.4898     s | 0.6640    s | 0.4600    s | 0.6900   s | 0.02984   s | 0.02604  s | SAFE    
eMKS               | COME         | 0.6640     s | 0.9433    s | 0.6900    s | 0.9500   s | 0.02604   s | 0.00667  s | SAFE    
eMKS               | UNDER        | 0.9433     s | 1.1615    s | 0.9900    s | 1.1400   s | 0.04667   s | 0.02146  s | SAFE    
eMKS               | THE          | 1.1615     s | 1.2476    s | 1.1400    s | 1.3000   s | 0.02146   s | 0.05244  s | SAFE    
eMKS               | UMBRELLA     | 1.2514     s | 1.7757    s | 1.3000    s | 1.7300   s | 0.04861   s | 0.04567  s | SAFE    
eMKS               | TO           | 1.7757     s | 1.9192    s | 1.7300    s | 1.8700   s | 0.04567   s | 0.04918  s | SAFE    
eMKS               | KEEP         | 1.9192     s | 2.2024    s | 1.8700    s | 2.1100   s | 0.04918   s | 0.09237  s | SAFE    
eMKS               | DRY          | 2.2024     s | 2.3593    s | 2.1100    s | 2.4700   s | 0.09237   s | 0.11073  s | SAFE    
eMhf               | MARVEL       | 1.0390     s | 1.6398    s | 1.0900    s | 1.6100   s | 0.05100   s | 0.02982  s | SAFE    
eMiM               | SHE          | 0.6552     s | 1.2500    s | 0.6600    s | 1.3200   s | 0.00478   s | 0.06998  s | SAFE    
eNEJ               | MY           | 0.2985     s | 0.5330    s | 0.3100    s | 0.4600   s | 0.01150   s | 0.07303  s | SAFE    
eNEJ               | YOUNGER      | 0.5330     s | 0.8576    s | 0.4600    s | 0.8200   s | 0.07303   s | 0.03759  s | SAFE    
eNEJ               | BROTHER      | 0.8576     s | 1.3503    s | 0.8200    s | 1.4200   s | 0.03759   s | 0.06966  s | SAFE    
eNEJ               | LIKES        | 1.3740     s | 1.7389    s | 1.4900    s | 1.7200   s | 0.11597   s | 0.01886  s | SAFE    
eNEJ               | TO           | 1.7389     s | 1.8549    s | 1.7200    s | 1.8500   s | 0.01886   s | 0.00494  s | SAFE    
eNEJ               | ACT          | 1.8549     s | 2.1511    s | 1.8500    s | 2.1800   s | 0.00494   s | 0.02893  s | SAFE    
eNEJ               | ROUGH        | 2.1511     s | 2.3903    s | 2.1800    s | 2.3600   s | 0.02893   s | 0.03034  s | SAFE    
eNEJ               | AND          | 2.3903     s | 2.5467    s | 2.3600    s | 2.5300   s | 0.03034   s | 0.01670  s | SAFE    
eNEJ               | TOUGH        | 2.5467     s | 2.7007    s | 2.5300    s | 2.8500   s | 0.01670   s | 0.14932  s | FLAGGED 
eOnT               | REWARD       | 0.3708     s | 0.8379    s | 0.3400    s | 1.0300   s | 0.03084   s | 0.19210  s | FLAGGED 
eP55               | WRETCH       | 0.2618     s | 0.7365    s | 0.3100    s | 0.8800   s | 0.04822   s | 0.14346  s | FLAGGED 
eRXa               | CHEW         | 0.4651     s | 0.8018    s | 0.4200    s | 1.0000   s | 0.04506   s | 0.19818  s | FLAGGED 
eWcE               | THAT         | 0.4171     s | 0.7360    s | 0.3900    s | 0.7400   s | 0.02713   s | 0.00396  s | SAFE    
eWcE               | IS           | 0.7360     s | 0.9720    s | 0.7400    s | 0.8900   s | 0.00396   s | 0.08203  s | SAFE    
eWcE               | FINE         | 0.9720     s | 1.2948    s | 0.8900    s | 1.3100   s | 0.08203   s | 0.01524  s | SAFE    
eWop               | MOSS         | 0.3848     s | 0.9554    s | 0.3700    s | 1.0600   s | 0.01478   s | 0.10465  s | SAFE    
eXGg               | SIGHT        | 0.6123     s | 1.1579    s | 0.6400    s | 1.1300   s | 0.02771   s | 0.02789  s | SAFE    
eYSi               | THIS         | 0.3178     s | 0.6276    s | 0.3500    s | 0.6700   s | 0.03223   s | 0.04244  s | SAFE    
eYSi               | WILL         | 0.6276     s | 0.9214    s | 0.6700    s | 0.8900   s | 0.04244   s | 0.03141  s | SAFE    
eYSi               | DO           | 0.9214     s | 1.1355    s | 0.8900    s | 1.2200   s | 0.03141   s | 0.08447  s | SAFE    
eZaX               | A            | 0.4598     s | 0.5126    s | 0.4500    s | 0.5200   s | 0.00977   s | 0.00739  s | MISMATCH
eZaX               | LONG         | 0.5126     s | 1.0358    s | 0.5200    s | 0.6100   s | 0.00739   s | 0.42580  s | MISMATCH
eZaX               | WAY          | 1.0358     s | 1.3093    s | 0.9800    s | 1.2500   s | 0.05580   s | 0.05928  s | MISMATCH
eZaX               | DOWN         | 1.3093     s | 1.6647    s | 1.2500    s | 1.6800   s | 0.05928   s | 0.01533  s | MISMATCH
easa               | THESE        | 0.8504     s | 1.5307    s | 0.8400    s | 1.6800   s | 0.01038   s | 0.14932  s | FLAGGED 
eekZ               | HE           | 0.4770     s | 0.6928    s | 0.4300    s | 0.6200   s | 0.04704   s | 0.07280  s | SAFE    
eekZ               | HAD          | 0.6928     s | 1.0063    s | 0.6200    s | 0.8100   s | 0.07280   s | 0.19633  s | FLAGGED 
eekZ               | NOTHING      | 1.0316     s | 1.3030    s | 0.8100    s | 1.2400   s | 0.22162   s | 0.06301  s | FLAGGED 
eekZ               | IN           | 1.3030     s | 1.3755    s | 1.2400    s | 1.3200   s | 0.06301   s | 0.05549  s | SAFE    
eekZ               | HIS          | 1.3755     s | 1.4480    s | 1.3200    s | 1.4800   s | 0.05549   s | 0.03203  s | SAFE    
eekZ               | MOUTH        | 1.4699     s | 1.8036    s | 1.4800    s | 1.7700   s | 0.01011   s | 0.03364  s | SAFE    
ekea               | TRIP         | 0.6455     s | 0.9619    s | 0.6100    s | 1.0800   s | 0.03547   s | 0.11809  s | SAFE    
emhb               | TENTH        | 0.4401     s | 0.8802    s | 0.4200    s | 0.8300   s | 0.02009   s | 0.05018  s | SAFE    
esiM               | MOSS         | 0.4304     s | 1.0613    s | 0.4500    s | 1.1300   s | 0.01964   s | 0.06871  s | SAFE    
euip               | MEASURE      | 0.5030     s | 0.9294    s | 0.4700    s | 0.9900   s | 0.03296   s | 0.06057  s | SAFE    
ewOf               | IT           | 0.2567     s | 0.5268    s | 0.3700    s | 0.5000   s | 0.11328   s | 0.02683  s | SAFE    
ewOf               | TOOK         | 0.5268     s | 0.7166    s | 0.5000    s | 0.6700   s | 0.02683   s | 0.04658  s | SAFE    
